Source,Target,Type,Weight
1812881,2153078543,Undirected,3
1812881,2162766359,Undirected,1
1812881,2165242361,Undirected,2
1812881,2181607743,Undirected,1
1812881,2189951496,Undirected,2
1812881,2198267220,Undirected,2
1812881,2226707635,Undirected,1
1812881,2241767200,Undirected,1
1812881,2258369122,Undirected,2
1812881,2266124380,Undirected,15
1812881,2267328946,Undirected,3
1812881,2267396557,Undirected,1
1812881,2268026675,Undirected,1
1812881,2324782724,Undirected,1
1812881,2338234947,Undirected,1
1812881,2352268658,Undirected,1
1812881,2366008841,Undirected,1
1812881,2389969509,Undirected,1
1812881,2403696592,Undirected,1
1813353,145784853,Undirected,4
1814550,2455674,Undirected,1
1815343,2316152845,Undirected,1
1815447,14737712,Undirected,1
1815542,3335298,Undirected,1
1816647,47829900,Undirected,1
1817030,49988044,Undirected,1
1817891,37154480,Undirected,1
1819152,2969311,Undirected,2
1820059,1843103,Undirected,1
1821637,3445199,Undirected,2
1822628,33411132,Undirected,1
1823130,2282243613,Undirected,2
1823733,47829900,Undirected,2
1824641,47829900,Undirected,1
1825256,2258678973,Undirected,2
1826995,38144094,Undirected,3
1827411,25681050,Undirected,1
1827568,143615345,Undirected,1
1829021,2166511,Undirected,1
1829021,2844898,Undirected,1
1830447,38144094,Undirected,1
1830707,49596260,Undirected,1
1832575,3137672,Undirected,2
1832575,3331786,Undirected,2
1832644,52133002,Undirected,3
1833836,47829900,Undirected,1
1834086,3331786,Undirected,6
1835098,145784853,Undirected,1
1837309,1868195,Undirected,9
1837309,38144094,Undirected,2
1837309,2265578799,Undirected,1
1838022,2112216694,Undirected,1
1838644,2587444,Undirected,10
1838644,3305021,Undirected,5
1838778,49988044,Undirected,1
1840690,2120160472,Undirected,1
1841870,145944286,Undirected,2
1843103,1917334,Undirected,1
1843103,1945142,Undirected,15
1843103,2006869,Undirected,1
1843103,2014414,Undirected,1
1843103,2027575,Undirected,5
1843103,2032262,Undirected,1
1843103,2106384,Undirected,1
1843103,2319704,Undirected,2
1843103,2340978,Undirected,1
1843103,2444195,Undirected,1
1843103,2527382,Undirected,1
1843103,2527436,Undirected,1
1843103,2545121,Undirected,1
1843103,2596978,Undirected,3
1843103,2630805,Undirected,1
1843103,2802699,Undirected,2
1843103,3046209,Undirected,1
1843103,3094357,Undirected,1
1843103,3154010,Undirected,1
1843103,3235234,Undirected,1
1843103,3314219,Undirected,1
1843103,3379664,Undirected,21
1843103,3419172,Undirected,2
1843103,3422968,Undirected,3
1843103,3461768,Undirected,1
1843103,3638758,Undirected,1
1843103,4508171,Undirected,2
1843103,5021307,Undirected,1
1843103,5561062,Undirected,1
1843103,5604741,Undirected,5
1843103,5817582,Undirected,1
1843103,6285600,Undirected,2
1843103,6747011,Undirected,1
1843103,6751455,Undirected,1
1843103,6967304,Undirected,1
1843103,7144873,Undirected,1
1843103,8386952,Undirected,7
1843103,8928944,Undirected,2
1843103,9134877,Undirected,1
1843103,9208975,Undirected,2
1843103,9414076,Undirected,3
1843103,9918673,Undirected,1
1843103,11402811,Undirected,1
1843103,12137095,Undirected,1
1843103,12713242,Undirected,1
1843103,14738306,Undirected,1
1843103,15757982,Undirected,1
1843103,15780915,Undirected,1
1843103,16616597,Undirected,1
1843103,21235510,Undirected,1
1843103,22252150,Undirected,2
1843103,22281743,Undirected,1
1843103,24719665,Undirected,1
1843103,30733228,Undirected,1
1843103,30892515,Undirected,1
1843103,32869862,Undirected,3
1843103,33002157,Undirected,1
1843103,33032230,Undirected,1
1843103,34628544,Undirected,1
1843103,34790220,Undirected,1
1843103,35142396,Undirected,2
1843103,35427436,Undirected,1
1843103,35557703,Undirected,2
1843103,38464742,Undirected,1
1843103,38825830,Undirected,1
1843103,39889471,Undirected,2
1843103,40173901,Undirected,1
1843103,40225085,Undirected,1
1843103,40488200,Undirected,3
1843103,46355346,Undirected,2
1843103,47206227,Undirected,1
1843103,47620586,Undirected,1
1843103,47873814,Undirected,1
1843103,48196834,Undirected,1
1843103,48862520,Undirected,1
1843103,48956510,Undirected,1
1843103,49307474,Undirected,1
1843103,49857575,Undirected,1
1843103,49981146,Undirected,6
1843103,50477759,Undirected,10
1843103,51168210,Undirected,1
1843103,52211843,Undirected,1
1843103,52335934,Undirected,1
1843103,66277286,Undirected,5
1843103,70742900,Undirected,1
1843103,70848040,Undirected,4
1843103,78358497,Undirected,1
1843103,79262652,Undirected,6
1843103,79641029,Undirected,1
1843103,80724002,Undirected,1
1843103,88740624,Undirected,1
1843103,96047118,Undirected,1
1843103,97355425,Undirected,1
1843103,98578299,Undirected,1
1843103,102517083,Undirected,9
1843103,103203746,Undirected,3
1843103,104386844,Undirected,1
1843103,113720061,Undirected,1
1843103,116630547,Undirected,1
1843103,122410510,Undirected,1
1843103,122743348,Undirected,1
1843103,134783907,Undirected,1
1843103,143641468,Undirected,1
1843103,143680473,Undirected,1
1843103,143867294,Undirected,1
1843103,144098989,Undirected,1
1843103,144118115,Undirected,1
1843103,144218966,Undirected,3
1843103,144274953,Undirected,1
1843103,144682784,Undirected,1
1843103,144705819,Undirected,1
1843103,144714669,Undirected,1
1843103,144732711,Undirected,3
1843103,144744076,Undirected,1
1843103,145023893,Undirected,3
1843103,145116464,Undirected,1
1843103,145371473,Undirected,1
1843103,145536130,Undirected,1
1843103,145794095,Undirected,1
1843103,145968937,Undirected,1
1843103,146128220,Undirected,1
1843103,147561324,Undirected,1
1843103,150017778,Undirected,2
1843103,152244300,Undirected,1
1843103,152698491,Undirected,1
1843103,152959240,Undirected,1
1843103,153844367,Undirected,1
1843103,1381749985,Undirected,1
1843103,1388037321,Undirected,1
1843103,1388056657,Undirected,1
1843103,1389548366,Undirected,1
1843103,1389654226,Undirected,1
1843103,1500385782,Undirected,1
1843103,1505361572,Undirected,1
1843103,1845861038,Undirected,2
1843103,1848219266,Undirected,1
1843103,1933665363,Undirected,2
1843103,2039713286,Undirected,9
1843103,2049650494,Undirected,1
1843103,2051859767,Undirected,1
1843103,2052303464,Undirected,1
1843103,2053183036,Undirected,1
1843103,2054558883,Undirected,2
1843103,2055975449,Undirected,1
1843103,2057541644,Undirected,1
1843103,2060656752,Undirected,1
1843103,2067205964,Undirected,1
1843103,2068511419,Undirected,2
1843103,2068930056,Undirected,1
1843103,2071040430,Undirected,1
1843103,2073071543,Undirected,1
1843103,2082803418,Undirected,1
1843103,2096022150,Undirected,2
1843103,2105668315,Undirected,1
1843103,2105893532,Undirected,1
1843103,2106241617,Undirected,1
1843103,2107145114,Undirected,10
1843103,2107581113,Undirected,1
1843103,2109997391,Undirected,1
1843103,2111014438,Undirected,1
1843103,2114058162,Undirected,1
1843103,2129764921,Undirected,2
1843103,2130357553,Undirected,2
1843103,2130953483,Undirected,1
1843103,2133398764,Undirected,1
1843103,2139319258,Undirected,2
1843103,2139612002,Undirected,1
1843103,2141404063,Undirected,8
1843103,2145111357,Undirected,1
1843103,2148506278,Undirected,1
1843103,2154606908,Undirected,1
1843103,2155322533,Undirected,1
1843103,2168213217,Undirected,1
1843103,2183321399,Undirected,5
1843103,2192723080,Undirected,4
1843103,2207674256,Undirected,1
1843103,2221547236,Undirected,2
1843103,2239825092,Undirected,1
1843103,2241569932,Undirected,1
1843103,2241612487,Undirected,1
1843103,2246782076,Undirected,1
1843103,2249062284,Undirected,2
1843103,2249175682,Undirected,1
1843103,2292402414,Undirected,1
1843103,2293357959,Undirected,1
1843103,2370525111,Undirected,1
1843103,2379632032,Undirected,1
1843219,2744465,Undirected,1
1843219,2109660691,Undirected,1
1843219,2146267242,Undirected,1
1843460,47829900,Undirected,1
1843460,50977029,Undirected,10
1843460,2305099728,Undirected,1
1844253,38144094,Undirected,1
1844358,2228109,Undirected,1
1844522,2108645437,Undirected,2
1844642,2115665083,Undirected,1
1844749,2744465,Undirected,2
1845295,1469317468,Undirected,1
1845295,2258678973,Undirected,1
1845804,49596260,Undirected,1
1845804,2192723080,Undirected,1
1846683,2972882,Undirected,1
1847400,4677813,Undirected,7
1847761,145967056,Undirected,1
1848010,38144094,Undirected,3
1848010,49988044,Undirected,2
1848010,144344283,Undirected,2
1848010,2316152845,Undirected,1
1849116,12611133,Undirected,2
1850536,47829900,Undirected,1
1850973,2258678973,Undirected,2
1851672,32286040,Undirected,1
1854883,47829900,Undirected,2
1856101,2045306,Undirected,1
1856255,49973715,Undirected,1
1856983,33411132,Undirected,1
1858059,2384763134,Undirected,1
1858299,33411132,Undirected,1
1860254,144344283,Undirected,2
1860514,38144094,Undirected,1
1860584,3147217,Undirected,1
1860760,50733821,Undirected,2
1860760,103288174,Undirected,1
1861312,49988044,Undirected,3
1861312,2066974703,Undirected,2
1861312,2316152845,Undirected,2
1862483,145729210,Undirected,2
1862782,144516687,Undirected,2
1862799,145784853,Undirected,1
1863396,47829900,Undirected,1
1863656,24719665,Undirected,4
1866603,2249968437,Undirected,1
1866951,145967056,Undirected,3
1868129,2258812689,Undirected,1
1868195,2082417,Undirected,1
1868195,2127178,Undirected,2
1868195,2176899,Undirected,1
1868195,2182459,Undirected,1
1868195,2228109,Undirected,1
1868195,2490652,Undirected,1
1868195,2525567,Undirected,1
1868195,2542753,Undirected,1
1868195,2704814,Undirected,1
1868195,3179069,Undirected,1
1868195,3303970,Undirected,3
1868195,3451341,Undirected,1
1868195,6314087,Undirected,5
1868195,7581635,Undirected,1
1868195,7880672,Undirected,1
1868195,8383806,Undirected,5
1868195,8386952,Undirected,1
1868195,8681368,Undirected,1
1868195,19296962,Undirected,1
1868195,31553879,Undirected,1
1868195,39109324,Undirected,6
1868195,39405123,Undirected,1
1868195,46619093,Undirected,2
1868195,46840528,Undirected,1
1868195,48964637,Undirected,2
1868195,49535307,Undirected,1
1868195,49989997,Undirected,3
1868195,50237288,Undirected,1
1868195,50454693,Undirected,2
1868195,51104561,Undirected,1
1868195,51219725,Undirected,1
1868195,71578349,Undirected,2
1868195,73774928,Undirected,1
1868195,97991034,Undirected,1
1868195,101002420,Undirected,4
1868195,104983620,Undirected,1
1868195,118204571,Undirected,2
1868195,144128370,Undirected,1
1868195,144876692,Undirected,2
1868195,145156173,Undirected,5
1868195,145520045,Undirected,1
1868195,152385340,Undirected,2
1868195,1411401737,Undirected,1
1868195,1491176908,Undirected,2
1868195,1742185866,Undirected,2
1868195,2054452374,Undirected,1
1868195,2075197671,Undirected,2
1868195,2104277267,Undirected,5
1868195,2106702981,Undirected,1
1868195,2109540240,Undirected,4
1868195,2110662889,Undirected,1
1868195,2111216678,Undirected,3
1868195,2113954628,Undirected,2
1868195,2118461371,Undirected,2
1868195,2141039701,Undirected,2
1868195,2142561313,Undirected,2
1868195,2150173704,Undirected,1
1868195,2152549085,Undirected,1
1868195,2161952282,Undirected,2
1868195,2162189539,Undirected,1
1868195,2173746675,Undirected,1
1868195,2184924117,Undirected,1
1868195,2185712043,Undirected,2
1868195,2185712046,Undirected,1
1868195,2197900626,Undirected,1
1868195,2237814473,Undirected,1
1868195,2239094720,Undirected,1
1868195,2241522504,Undirected,1
1868195,2257974323,Undirected,1
1868195,2268717822,Undirected,1
1868195,2291085736,Undirected,1
1868195,2291463862,Undirected,1
1868195,2292701156,Undirected,1
1868195,2300093863,Undirected,1
1868195,2309181130,Undirected,1
1868195,2309194366,Undirected,3
1868195,2310700400,Undirected,2
1868195,2333406060,Undirected,1
1868195,2342414600,Undirected,2
1868195,2395670656,Undirected,1
1868538,47829900,Undirected,1
1868538,145784853,Undirected,1
1868862,33411132,Undirected,1
1869449,48480104,Undirected,1
1869941,47829900,Undirected,1
1870661,145944286,Undirected,1
1870866,2265578799,Undirected,1
1871787,1981186,Undirected,1
1872494,144547425,Undirected,1
1873153,47829900,Undirected,3
1873736,3113442,Undirected,6
1873736,144344283,Undirected,2
1873736,150358650,Undirected,2
1877314,40637427,Undirected,2
1877314,145906750,Undirected,4
1878549,2141316157,Undirected,1
1878751,145967056,Undirected,1
1878841,1981186,Undirected,2
1878841,49596260,Undirected,3
1879232,3137672,Undirected,4
1879232,3331786,Undirected,1
1879428,47829900,Undirected,1
1880198,66498822,Undirected,1
1881469,144344283,Undirected,4
1881627,38144094,Undirected,1
1881698,2108645437,Undirected,1
1882297,39269187,Undirected,15
1883295,3052001,Undirected,1
1883662,38144094,Undirected,1
1886219,14737712,Undirected,1
1886238,2249968437,Undirected,1
1887625,47829900,Undirected,1
1887808,49988044,Undirected,8
1887808,144344283,Undirected,2
1887808,2316152845,Undirected,10
1889355,3344254,Undirected,2
1890501,144914078,Undirected,2
1891237,10170636,Undirected,1
1891350,37154480,Undirected,3
1891624,3113442,Undirected,2
1891624,150358650,Undirected,2
1894864,145967056,Undirected,1
1895008,4865276,Undirected,2
1895316,10685934,Undirected,5
1897342,2740804,Undirected,3
1897342,2221547236,Undirected,1
1897689,49596260,Undirected,2
1898068,2166511,Undirected,1
1898068,2228109,Undirected,1
1898172,2969311,Undirected,1
1899037,3052001,Undirected,2
1899992,1985955,Undirected,1
1900756,49596260,Undirected,2
1901365,145967056,Undirected,1
1902325,145967056,Undirected,1
1902578,3113442,Undirected,1
1903837,144650785,Undirected,1
1904790,2166511,Undirected,2
1904790,2228109,Undirected,2
1905341,88670574,Undirected,1
1905375,4865276,Undirected,1
1905375,47123118,Undirected,4
1906488,48143322,Undirected,1
1906537,144344283,Undirected,2
1910318,38144094,Undirected,2
1910318,2249968437,Undirected,2
1910707,49620969,Undirected,1
1910707,2145225543,Undirected,1
1912101,49168305,Undirected,1
1912398,2108327687,Undirected,2
1912398,2283207460,Undirected,1
1912476,2166511,Undirected,1
1912476,2228109,Undirected,1
1912678,2072248,Undirected,3
1912678,8158505,Undirected,3
1912678,145944286,Undirected,9
1913675,47829900,Undirected,1
1914913,2292402355,Undirected,1
1916963,145967056,Undirected,1
1918369,49288855,Undirected,1
1918369,2108327687,Undirected,2
1918369,2381580561,Undirected,1
1918877,37154480,Undirected,3
1918877,2192723080,Undirected,2
1919878,50977029,Undirected,1
1919878,2299942582,Undirected,1
1920395,33411132,Undirected,10
1920617,145967056,Undirected,1
1921482,47829900,Undirected,1
1921742,2166511,Undirected,1
1921742,2228109,Undirected,2
1921742,2333799663,Undirected,1
1922740,38144094,Undirected,1
1924942,47829900,Undirected,1
1925309,145967056,Undirected,2
1925309,2258678973,Undirected,2
1925801,3335298,Undirected,2
1926569,2108645437,Undirected,6
1927247,2224616092,Undirected,1
1928285,34405753,Undirected,1
1928285,153709686,Undirected,1
1929482,145784853,Undirected,2
1930238,38144094,Undirected,3
1930238,145784853,Undirected,1
1930689,2292402355,Undirected,24
1930984,47829900,Undirected,1
1932072,82649078,Undirected,2
1934617,33411132,Undirected,2
1935019,2108645437,Undirected,1
1935392,2072248,Undirected,2
1935392,3179069,Undirected,2
1935392,8158505,Undirected,1
1935392,145944286,Undirected,10
1935907,47829900,Undirected,1
1936951,2299942582,Undirected,1
1938251,49988044,Undirected,2
1938251,2316152845,Undirected,2
1938438,2072248,Undirected,1
1938657,35118626,Undirected,1
1938657,40348704,Undirected,1
1940032,47829900,Undirected,2
1940321,2999829,Undirected,1
1940321,10685934,Undirected,1
1941365,2109460766,Undirected,1
1941997,47829900,Undirected,1
1942686,3347279,Undirected,3
1943553,39269187,Undirected,6
1944397,49596260,Undirected,2
1944801,3137672,Undirected,2
1944801,3331786,Undirected,1
1945142,2204671,Undirected,1
1945142,2463241,Undirected,1
1945142,2596978,Undirected,2
1945142,3089272,Undirected,1
1945142,3094357,Undirected,1
1945142,3369421,Undirected,1
1945142,3379664,Undirected,5
1945142,3419172,Undirected,1
1945142,6285600,Undirected,1
1945142,8386952,Undirected,2
1945142,22252150,Undirected,1
1945142,49406880,Undirected,1
1945142,49939485,Undirected,1
1945142,70848040,Undirected,2
1945142,88729454,Undirected,1
1945142,103203746,Undirected,1
1945142,113720061,Undirected,1
1945142,144720379,Undirected,1
1945142,144896012,Undirected,1
1945142,145023893,Undirected,1
1945142,145116464,Undirected,1
1945142,145168417,Undirected,1
1945142,1933665363,Undirected,1
1945142,2039713286,Undirected,3
1945142,2063982692,Undirected,1
1945142,2068930056,Undirected,1
1945142,2069751443,Undirected,1
1945142,2078528337,Undirected,1
1945142,2100248092,Undirected,1
1945142,2111603713,Undirected,1
1945142,2111985568,Undirected,1
1945142,2141404063,Undirected,1
1945142,2147438187,Undirected,1
1945142,2148506278,Undirected,1
1945142,2170508125,Undirected,1
1945142,2221547236,Undirected,1
1945142,2249062284,Undirected,1
1945142,2260963461,Undirected,1
1945142,2295672607,Undirected,1
1945142,2302801051,Undirected,1
1948199,38144094,Undirected,1
1949574,3052001,Undirected,1
1950703,47829900,Undirected,1
1950729,49973715,Undirected,1
1952622,40572626,Undirected,1
1953081,145944286,Undirected,3
1953676,2788619,Undirected,2
1953676,7402018,Undirected,2
1953676,38706282,Undirected,1
1953676,2291961261,Undirected,1
1954876,3137672,Undirected,1
1954876,3331786,Undirected,1
1956778,145967056,Undirected,2
1957785,2091330,Undirected,1
1959029,1403355755,Undirected,1
1962083,49988044,Undirected,1
1962083,2258678973,Undirected,2
1962485,2740804,Undirected,1
1963137,145784853,Undirected,3
1963591,33747720,Undirected,1
1963799,2045306,Undirected,2
1963799,1405271240,Undirected,2
1968056,145944286,Undirected,1
1968210,3137672,Undirected,1
1968826,145784853,Undirected,1
1969687,143615345,Undirected,1
1970580,1998804,Undirected,1
1970636,51129341,Undirected,2
1971712,144516687,Undirected,1
1971760,2258678973,Undirected,6
1972378,144720027,Undirected,1
1972886,2229725,Undirected,3
1972886,2475540,Undirected,2
1972886,2635484,Undirected,1
1972886,3088916,Undirected,1
1972886,3284850,Undirected,2
1972886,3446334,Undirected,2
1972886,7836289,Undirected,1
1972886,17748825,Undirected,1
1972886,30176430,Undirected,1
1972886,32178788,Undirected,1
1972886,35074265,Undirected,1
1972886,35793157,Undirected,1
1972886,37776697,Undirected,1
1972886,38055456,Undirected,1
1972886,38481136,Undirected,1
1972886,38951184,Undirected,1
1972886,40649878,Undirected,1
1972886,46334641,Undirected,2
1972886,47157100,Undirected,1
1972886,47780707,Undirected,1
1972886,48202253,Undirected,3
1972886,48395291,Undirected,1
1972886,48654773,Undirected,1
1972886,50496515,Undirected,1
1972886,66664982,Undirected,4
1972886,84346939,Undirected,2
1972886,90607233,Undirected,1
1972886,103801396,Undirected,1
1972886,104384218,Undirected,3
1972886,113066842,Undirected,1
1972886,119512635,Undirected,2
1972886,121326098,Undirected,1
1972886,122743348,Undirected,3
1972886,122911540,Undirected,1
1972886,143849609,Undirected,1
1972886,143881745,Undirected,1
1972886,144056468,Undirected,3
1972886,144124218,Undirected,1
1972886,144517883,Undirected,7
1972886,144650785,Undirected,2
1972886,144864943,Undirected,1
1972886,145688317,Undirected,1
1972886,1704490099,Undirected,1
1972886,1704497557,Undirected,1
1972886,1738303408,Undirected,3
1972886,1825721854,Undirected,1
1972886,2047358650,Undirected,7
1972886,2053324729,Undirected,1
1972886,2059428264,Undirected,1
1972886,2065722815,Undirected,1
1972886,2067180797,Undirected,1
1972886,2088461618,Undirected,2
1972886,2107902013,Undirected,1
1972886,2108125912,Undirected,1
1972886,2108267957,Undirected,8
1972886,2108288698,Undirected,1
1972886,2114012077,Undirected,3
1972886,2115913164,Undirected,1
1972886,2117533300,Undirected,1
1972886,2117815286,Undirected,1
1972886,2119399601,Undirected,1
1972886,2122815366,Undirected,1
1972886,2144058688,Undirected,2
1972886,2144487201,Undirected,2
1972886,2150653680,Undirected,3
1972886,2152917645,Undirected,3
1972886,2153245275,Undirected,2
1972886,2157174512,Undirected,2
1972886,2157175894,Undirected,2
1972886,2157429990,Undirected,2
1972886,2167473942,Undirected,2
1972886,2214204863,Undirected,1
1972886,2239166319,Undirected,1
1972886,2243086174,Undirected,1
1972886,2248678348,Undirected,2
1972886,2251209474,Undirected,1
1972886,2257682084,Undirected,1
1972886,2258958963,Undirected,2
1972886,2261122874,Undirected,2
1972886,2265618909,Undirected,1
1972886,2269733708,Undirected,1
1972886,2300046217,Undirected,3
1972886,2300604789,Undirected,2
1972886,2309282867,Undirected,1
1972886,2329389500,Undirected,1
1972886,2332716343,Undirected,2
1972886,2335761675,Undirected,1
1972886,2336227236,Undirected,1
1972886,2353565262,Undirected,5
1972886,2408981413,Undirected,1
1972973,143615345,Undirected,3
1974383,49988044,Undirected,2
1974491,145237312,Undirected,1
1974744,47829900,Undirected,1
1977464,47829900,Undirected,1
1978239,4865276,Undirected,4
1978940,2577481,Undirected,6
1979489,2166511,Undirected,1
1979489,2228109,Undirected,1
1979489,3137672,Undirected,1
1979489,49288855,Undirected,1
1979489,2109341982,Undirected,1
1979489,2197900626,Undirected,1
1980213,26365567,Undirected,1
1981014,2098477702,Undirected,2
1981043,145906750,Undirected,1
1981186,2096732,Undirected,1
1981186,2127057,Undirected,4
1981186,2141405,Undirected,4
1981186,2312421,Undirected,1
1981186,2435268,Undirected,1
1981186,2456863,Undirected,2
1981186,2504795,Undirected,1
1981186,2594093,Undirected,5
1981186,2674870,Undirected,4
1981186,2799898,Undirected,5
1981186,2809410,Undirected,1
1981186,2844480,Undirected,13
1981186,2934334,Undirected,1
1981186,3072326,Undirected,3
1981186,3078751,Undirected,4
1981186,3148908,Undirected,1
1981186,3440468,Undirected,1
1981186,8551209,Undirected,2
1981186,9486035,Undirected,4
1981186,10769461,Undirected,7
1981186,32139366,Undirected,1
1981186,37495246,Undirected,3
1981186,39670454,Undirected,1
1981186,40428703,Undirected,2
1981186,40449749,Undirected,1
1981186,40612048,Undirected,1
1981186,40911632,Undirected,6
1981186,41049476,Undirected,1
1981186,47009988,Undirected,1
1981186,47935745,Undirected,1
1981186,49596260,Undirected,9
1981186,50157269,Undirected,2
1981186,50561307,Undirected,2
1981186,51433365,Undirected,1
1981186,52000339,Undirected,5
1981186,69361360,Undirected,1
1981186,70157963,Undirected,2
1981186,70638610,Undirected,1
1981186,81080659,Undirected,3
1981186,81408931,Undirected,1
1981186,121202667,Undirected,3
1981186,121334326,Undirected,1
1981186,138875199,Undirected,3
1981186,143661472,Undirected,1
1981186,143676545,Undirected,1
1981186,144055676,Undirected,11
1981186,144259229,Undirected,2
1981186,144493624,Undirected,1
1981186,144787340,Undirected,1
1981186,145057514,Undirected,2
1981186,145204321,Undirected,2
1981186,145260024,Undirected,2
1981186,145530218,Undirected,2
1981186,145658292,Undirected,1
1981186,1387453057,Undirected,1
1981186,1404655176,Undirected,2
1981186,1490536974,Undirected,1
1981186,1491552690,Undirected,1
1981186,1508890387,Undirected,1
1981186,1729504709,Undirected,2
1981186,2051278635,Undirected,1
1981186,2064568169,Undirected,1
1981186,2091327589,Undirected,1
1981186,2093018797,Undirected,1
1981186,2099822432,Undirected,1
1981186,2108467824,Undirected,2
1981186,2110228691,Undirected,1
1981186,2110524503,Undirected,1
1981186,2111880653,Undirected,11
1981186,2118915359,Undirected,1
1981186,2118945016,Undirected,2
1981186,2142692796,Undirected,2
1981186,2142938396,Undirected,1
1981186,2155480316,Undirected,2
1981186,2157955292,Undirected,1
1981186,2231453921,Undirected,1
1981186,2253445320,Undirected,1
1981186,2256999920,Undirected,1
1981186,2258225151,Undirected,1
1981186,2258700322,Undirected,1
1981186,2258958205,Undirected,18
1981186,2261562755,Undirected,1
1981186,2266239326,Undirected,1
1981186,2279822092,Undirected,1
1981186,2283420123,Undirected,32
1981186,2284835869,Undirected,2
1981186,2286210657,Undirected,1
1981186,2286330862,Undirected,1
1981186,2295679774,Undirected,1
1981186,2295690015,Undirected,3
1981186,2303840365,Undirected,7
1981186,2311730748,Undirected,6
1981186,2325004939,Undirected,1
1981186,2410068377,Undirected,1
1981420,143615345,Undirected,1
1981673,37154480,Undirected,2
1983731,145944286,Undirected,1
1983807,31589393,Undirected,1
1984825,2249968437,Undirected,1
1985854,47829900,Undirected,1
1985854,144344283,Undirected,1
1985955,2394165,Undirected,1
1985955,2415924,Undirected,2
1985955,2595993,Undirected,4
1985955,2605877,Undirected,1
1985955,2766123,Undirected,1
1985955,2840758,Undirected,1
1985955,2980729,Undirected,4
1985955,3007442,Undirected,1
1985955,3035006,Undirected,1
1985955,3134710,Undirected,1
1985955,3408174,Undirected,1
1985955,4614137,Undirected,1
1985955,12061674,Undirected,7
1985955,28292148,Undirected,1
1985955,30559411,Undirected,1
1985955,32725720,Undirected,1
1985955,34765463,Undirected,1
1985955,35143140,Undirected,1
1985955,35402876,Undirected,1
1985955,38591293,Undirected,1
1985955,39359231,Undirected,1
1985955,48778049,Undirected,1
1985955,66684655,Undirected,6
1985955,69426588,Undirected,1
1985955,73796559,Undirected,1
1985955,74498275,Undirected,1
1985955,88727120,Undirected,2
1985955,96184137,Undirected,1
1985955,97295669,Undirected,1
1985955,121156182,Undirected,1
1985955,143770945,Undirected,1
1985955,144578970,Undirected,1
1985955,144607008,Undirected,1
1985955,144845456,Undirected,1
1985955,144929966,Undirected,2
1985955,144956443,Undirected,1
1985955,153892869,Undirected,2
1985955,1401079497,Undirected,1
1985955,1491339790,Undirected,3
1985955,1861425270,Undirected,1
1985955,1999974472,Undirected,1
1985955,2058985645,Undirected,1
1985955,2084554136,Undirected,2
1985955,2108317450,Undirected,1
1985955,2109040371,Undirected,2
1985955,2109987266,Undirected,3
1985955,2110107119,Undirected,1
1985955,2114070687,Undirected,1
1985955,2146206737,Undirected,2
1985955,2153917744,Undirected,1
1985955,2156794662,Undirected,1
1985955,2161343011,Undirected,1
1985955,2176182697,Undirected,1
1985955,2186981050,Undirected,1
1985955,2221129178,Undirected,1
1985955,2237422766,Undirected,2
1985955,2238127835,Undirected,1
1985955,2241780069,Undirected,9
1985955,2257289716,Undirected,2
1985955,2284640607,Undirected,2
1985955,2291036314,Undirected,1
1985955,2403153386,Undirected,1
1985955,2406081917,Undirected,1
1986982,2969311,Undirected,3
1986982,27060044,Undirected,2
1988553,2154235062,Undirected,3
1989430,39269187,Undirected,1
1990240,145967056,Undirected,4
1991008,3179069,Undirected,1
1991166,3098717,Undirected,1
1992183,2292402355,Undirected,2
1992682,38144094,Undirected,7
1993238,49596260,Undirected,1
1995281,145784853,Undirected,1
1995965,145967056,Undirected,3
1996134,3331786,Undirected,1
1996149,145967056,Undirected,1
1996394,38144094,Undirected,2
1996677,38144094,Undirected,2
1998358,38144094,Undirected,1
1998804,2282889,Undirected,2
1998804,2721493,Undirected,4
1998804,11225281,Undirected,2
1998804,38793526,Undirected,4
1998804,80409606,Undirected,1
1998804,101471931,Undirected,3
1998804,102935315,Undirected,1
1998804,103008799,Undirected,1
1998804,103185713,Undirected,2
1998804,144297149,Undirected,1
1998804,2057630106,Undirected,1
1998804,2061915753,Undirected,1
1998804,2112567773,Undirected,2
1998804,2113325285,Undirected,4
1998804,2258225151,Undirected,3
1999626,49596260,Undirected,2
2000025,144320672,Undirected,4
2000709,38144094,Undirected,1
2001101,47829900,Undirected,1
2001172,2671720,Undirected,1
2001172,2932433,Undirected,1
2001172,3226535,Undirected,1
2001172,4136001,Undirected,1
2001172,4724587,Undirected,1
2001172,12825750,Undirected,1
2001172,14345885,Undirected,3
2001172,14577269,Undirected,2
2001172,25681050,Undirected,1
2001172,29419503,Undirected,1
2001172,40512907,Undirected,1
2001172,41207787,Undirected,4
2001172,50434561,Undirected,1
2001172,50811932,Undirected,1
2001172,66520208,Undirected,1
2001172,66576413,Undirected,2
2001172,66733258,Undirected,1
2001172,67248078,Undirected,1
2001172,74936952,Undirected,1
2001172,88742617,Undirected,1
2001172,122204171,Undirected,1
2001172,144519434,Undirected,1
2001172,1402163279,Undirected,1
2001172,1403337899,Undirected,1
2001172,1403577567,Undirected,1
2001172,1659198900,Undirected,1
2001172,2052642033,Undirected,1
2001172,2117223191,Undirected,1
2001172,2169937627,Undirected,1
2001172,2202538564,Undirected,2
2001172,2241730045,Undirected,1
2001172,2243054761,Undirected,2
