Source,Target,Type,Weight
38144094,2164387465,Undirected,1
38144094,2164518474,Undirected,1
38144094,2165249595,Undirected,1
38144094,2165484696,Undirected,1
38144094,2166213509,Undirected,4
38144094,2166906322,Undirected,1
38144094,2167328607,Undirected,1
38144094,2167485703,Undirected,2
38144094,2171130097,Undirected,1
38144094,2171314187,Undirected,1
38144094,2172394809,Undirected,1
38144094,2172539703,Undirected,1
38144094,2173168771,Undirected,1
38144094,2173649941,Undirected,1
38144094,2175060759,Undirected,2
38144094,2175132812,Undirected,2
38144094,2175277153,Undirected,2
38144094,2175720454,Undirected,1
38144094,2176812043,Undirected,1
38144094,2176953255,Undirected,2
38144094,2177247942,Undirected,5
38144094,2178829971,Undirected,1
38144094,2179898566,Undirected,2
38144094,2180213578,Undirected,1
38144094,2180417830,Undirected,1
38144094,2180620748,Undirected,3
38144094,2180799595,Undirected,2
38144094,2181568383,Undirected,1
38144094,2181649503,Undirected,1
38144094,2182196216,Undirected,1
38144094,2182208293,Undirected,3
38144094,2182725468,Undirected,1
38144094,2183120126,Undirected,1
38144094,2184087551,Undirected,5
38144094,2184172411,Undirected,1
38144094,2184240377,Undirected,4
38144094,2184861908,Undirected,1
38144094,2184974129,Undirected,1
38144094,2185009806,Undirected,1
38144094,2185022730,Undirected,1
38144094,2185038690,Undirected,1
38144094,2185458818,Undirected,3
38144094,2185828941,Undirected,1
38144094,2186087311,Undirected,1
38144094,2186540669,Undirected,1
38144094,2186673225,Undirected,1
38144094,2186738290,Undirected,1
38144094,2186797109,Undirected,1
38144094,2186802238,Undirected,1
38144094,2187171703,Undirected,1
38144094,2187659590,Undirected,2
38144094,2187730796,Undirected,1
38144094,2187960716,Undirected,1
38144094,2188204871,Undirected,1
38144094,2188278331,Undirected,2
38144094,2188561100,Undirected,1
38144094,2188866995,Undirected,1
38144094,2189071326,Undirected,1
38144094,2189237345,Undirected,1
38144094,2189631806,Undirected,1
38144094,2189724732,Undirected,1
38144094,2190348565,Undirected,1
38144094,2190494634,Undirected,1
38144094,2190580379,Undirected,1
38144094,2191074787,Undirected,1
38144094,2191094670,Undirected,1
38144094,2191400190,Undirected,1
38144094,2191641495,Undirected,3
38144094,2192551094,Undirected,1
38144094,2192604624,Undirected,1
38144094,2192605123,Undirected,1
38144094,2193040647,Undirected,1
38144094,2193120197,Undirected,1
38144094,2193640276,Undirected,1
38144094,2193718646,Undirected,1
38144094,2195580597,Undirected,1
38144094,2195957363,Undirected,1
38144094,2197582855,Undirected,1
38144094,2197900626,Undirected,1
38144094,2198382912,Undirected,1
38144094,2198518132,Undirected,1
38144094,2199365597,Undirected,1
38144094,2199447490,Undirected,9
38144094,2199496057,Undirected,1
38144094,2200330738,Undirected,2
38144094,2200390889,Undirected,1
38144094,2200525392,Undirected,1
38144094,2200533911,Undirected,1
38144094,2200568413,Undirected,1
38144094,2200830911,Undirected,1
38144094,2200855757,Undirected,1
38144094,2201365177,Undirected,2
38144094,2201888745,Undirected,1
38144094,2202282185,Undirected,1
38144094,2202911233,Undirected,1
38144094,2203905332,Undirected,1
38144094,2203916677,Undirected,1
38144094,2204555614,Undirected,2
38144094,2204728829,Undirected,1
38144094,2205604312,Undirected,2
38144094,2206025376,Undirected,2
38144094,2206851841,Undirected,1
38144094,2207002736,Undirected,1
38144094,2207273486,Undirected,1
38144094,2207392461,Undirected,1
38144094,2209757191,Undirected,1
38144094,2209965692,Undirected,1
38144094,2210514616,Undirected,2
38144094,2210800433,Undirected,3
38144094,2211588034,Undirected,1
38144094,2211858074,Undirected,1
38144094,2211904808,Undirected,1
38144094,2212099107,Undirected,1
38144094,2212168001,Undirected,1
38144094,2212182147,Undirected,4
38144094,2213557330,Undirected,2
38144094,2213706753,Undirected,1
38144094,2214046788,Undirected,1
38144094,2214093339,Undirected,1
38144094,2214207171,Undirected,1
38144094,2214378562,Undirected,1
38144094,2214428364,Undirected,1
38144094,2214482758,Undirected,2
38144094,2215008457,Undirected,1
38144094,2215026411,Undirected,1
38144094,2215376594,Undirected,1
38144094,2215472601,Undirected,1
38144094,2215562788,Undirected,5
38144094,2216899483,Undirected,1
38144094,2217632767,Undirected,1
38144094,2217935255,Undirected,1
38144094,2217965322,Undirected,1
38144094,2218319133,Undirected,2
38144094,2218340965,Undirected,4
38144094,2218741092,Undirected,1
38144094,2218794878,Undirected,1
38144094,2219023977,Undirected,1
38144094,2219049758,Undirected,1
38144094,2219093182,Undirected,1
38144094,2219159813,Undirected,2
38144094,2219558493,Undirected,1
38144094,2219853712,Undirected,1
38144094,2219973950,Undirected,1
38144094,2220434670,Undirected,1
38144094,2220611447,Undirected,2
38144094,2221575644,Undirected,1
38144094,2221839108,Undirected,1
38144094,2223055721,Undirected,1
38144094,2223547300,Undirected,1
38144094,2223835086,Undirected,1
38144094,2224415041,Undirected,1
38144094,2225107219,Undirected,1
38144094,2225239084,Undirected,1
38144094,2225387874,Undirected,1
38144094,2225829228,Undirected,1
38144094,2226287509,Undirected,1
38144094,2227868312,Undirected,1
38144094,2228155284,Undirected,1
38144094,2232373244,Undirected,2
38144094,2232472738,Undirected,1
38144094,2232476370,Undirected,1
38144094,2232489192,Undirected,1
38144094,2233569043,Undirected,1
38144094,2234001795,Undirected,1
38144094,2237239694,Undirected,1
38144094,2237488355,Undirected,2
38144094,2237740737,Undirected,1
38144094,2237987004,Undirected,1
38144094,2238119504,Undirected,1
38144094,2238178169,Undirected,1
38144094,2238539548,Undirected,2
38144094,2238650238,Undirected,1
38144094,2238914474,Undirected,1
38144094,2239012845,Undirected,1
38144094,2239156696,Undirected,2
38144094,2239163235,Undirected,1
38144094,2239167492,Undirected,1
38144094,2239197570,Undirected,1
38144094,2239772893,Undirected,3
38144094,2239817477,Undirected,1
38144094,2240093112,Undirected,1
38144094,2240191416,Undirected,1
38144094,2240256001,Undirected,1
38144094,2241305389,Undirected,1
38144094,2241786269,Undirected,1
38144094,2241833876,Undirected,5
38144094,2241919468,Undirected,1
38144094,2241966535,Undirected,1
38144094,2242720547,Undirected,1
38144094,2242747268,Undirected,1
38144094,2242898946,Undirected,1
38144094,2243175316,Undirected,2
38144094,2243284474,Undirected,1
38144094,2243363569,Undirected,3
38144094,2243968747,Undirected,1
38144094,2244311486,Undirected,1
38144094,2244320319,Undirected,1
38144094,2244691257,Undirected,1
38144094,2244734693,Undirected,2
38144094,2244783046,Undirected,1
38144094,2246416948,Undirected,1
38144094,2247410545,Undirected,1
38144094,2248049304,Undirected,1
38144094,2248723651,Undirected,1
38144094,2248836454,Undirected,2
38144094,2249101859,Undirected,1
38144094,2249116585,Undirected,1
38144094,2249146723,Undirected,1
38144094,2249423993,Undirected,3
38144094,2249578079,Undirected,1
38144094,2249619666,Undirected,1
38144094,2249678542,Undirected,1
38144094,2249968437,Undirected,4
38144094,2250884648,Undirected,1
38144094,2256242918,Undirected,2
38144094,2256427471,Undirected,1
38144094,2256591925,Undirected,1
38144094,2257030277,Undirected,4
38144094,2257034588,Undirected,1
38144094,2257319607,Undirected,1
38144094,2257363983,Undirected,3
38144094,2258081101,Undirected,1
38144094,2258700322,Undirected,1
38144094,2261165982,Undirected,1
38144094,2261191142,Undirected,1
38144094,2266124380,Undirected,1
38144094,2266194421,Undirected,1
38144094,2267082712,Undirected,1
38144094,2267694499,Undirected,1
38144094,2268020893,Undirected,2
38144094,2268224911,Undirected,1
38144094,2268589508,Undirected,1
38144094,2271493139,Undirected,2
38144094,2272483981,Undirected,1
38144094,2274691159,Undirected,2
38144094,2274712933,Undirected,1
38144094,2276179778,Undirected,2
38144094,2276707810,Undirected,1
38144094,2280944196,Undirected,1
38144094,2282418601,Undirected,1
38144094,2282598754,Undirected,1
38144094,2285475251,Undirected,1
38144094,2287727895,Undirected,1
38144094,2288383189,Undirected,1
38144094,2291209503,Undirected,1
38144094,2294305862,Undirected,1
38144094,2294934560,Undirected,2
38144094,2295468578,Undirected,1
38144094,2296657964,Undirected,1
38144094,2300880095,Undirected,1
38144094,2303152120,Undirected,4
38144094,2303237959,Undirected,1
38144094,2304180315,Undirected,5
38144094,2304295977,Undirected,1
38144094,2307502905,Undirected,1
38144094,2309441928,Undirected,1
38144094,2310241130,Undirected,1
38144094,2310608163,Undirected,1
38144094,2311069775,Undirected,1
38144094,2312680721,Undirected,2
38144094,2314509811,Undirected,1
38144094,2314688171,Undirected,3
38144094,2317089652,Undirected,1
38144094,2317581415,Undirected,1
38144094,2319166894,Undirected,1
38144094,2319846730,Undirected,1
38144094,2323088142,Undirected,1
38144094,2326341553,Undirected,1
38144094,2328836402,Undirected,1
38144094,2330369653,Undirected,1
38144094,2330797482,Undirected,1
38144094,2333429026,Undirected,1
38144094,2334524654,Undirected,1
38144094,2336909432,Undirected,1
38144094,2337295456,Undirected,1
38144094,2337868549,Undirected,3
38144094,2343042845,Undirected,1
38144094,2343695243,Undirected,7
38144094,2343777583,Undirected,6
38144094,2344202544,Undirected,1
38144094,2344242237,Undirected,1
38144094,2344873444,Undirected,1
38144094,2345228444,Undirected,1
38144094,2345397744,Undirected,1
38144094,2345968086,Undirected,1
38144094,2347163138,Undirected,1
38144094,2347456055,Undirected,1
38144094,2352752873,Undirected,1
38144094,2353565262,Undirected,2
38144094,2355313339,Undirected,1
38144094,2356672382,Undirected,1
38144094,2357721614,Undirected,1
38144094,2358635471,Undirected,1
38144094,2360711015,Undirected,1
38144094,2362676520,Undirected,1
38144094,2363840273,Undirected,1
38144094,2365959358,Undirected,1
38144094,2367796802,Undirected,1
38144094,2369526477,Undirected,1
38144094,2372309435,Undirected,1
38144094,2374466291,Undirected,1
38144094,2378582033,Undirected,1
38144094,2379610241,Undirected,1
38144094,2380502148,Undirected,1
38144094,2382886928,Undirected,1
38144094,2383455968,Undirected,1
38144094,2384485090,Undirected,1
38144094,2384524290,Undirected,1
38144094,2384784530,Undirected,1
38144094,2385466309,Undirected,1
38144094,2386132403,Undirected,1
38144094,2391888887,Undirected,1
38144094,2392953373,Undirected,5
38144094,2393241008,Undirected,1
38144094,2397820805,Undirected,1
38144094,2398725199,Undirected,1
38144094,2401268250,Undirected,1
38144094,2406094562,Undirected,3
38144094,2412596637,Undirected,1
38144094,2421792686,Undirected,3
38229304,145944286,Undirected,14
38251223,49596260,Undirected,1
38272234,49596260,Undirected,1
38282114,47829900,Undirected,1
38292165,145967056,Undirected,3
38319925,47829900,Undirected,1
38319925,145906750,Undirected,1
38337335,2291961261,Undirected,1
38341463,49596260,Undirected,4
38343750,2258678973,Undirected,2
38372073,144914078,Undirected,3
38382273,47829900,Undirected,10
38385080,144516687,Undirected,2
38385601,145544001,Undirected,2
38469813,47829900,Undirected,2
38562767,2292402355,Undirected,1
38565890,2316152845,Undirected,2
38584363,40520460,Undirected,2
38591293,144344283,Undirected,3
38627166,145967056,Undirected,1
38627196,40572626,Undirected,1
38635632,47829900,Undirected,1
38654394,145967056,Undirected,1
38666915,49988044,Undirected,3
38666915,2221547236,Undirected,2
38679027,49596260,Undirected,1
38690169,47829900,Undirected,7
38690169,145784853,Undirected,2
38690169,145906750,Undirected,11
38696444,47829900,Undirected,1
38699461,145544001,Undirected,3
38706282,144650785,Undirected,3
38706282,2291961261,Undirected,2
38709847,47829900,Undirected,1
38709847,145906750,Undirected,3
38769342,145944286,Undirected,1
38777108,1423832257,Undirected,1
38781401,47829900,Undirected,1
38816279,49988044,Undirected,1
38816279,2066974703,Undirected,1
38816279,2316152845,Undirected,1
38844482,88964187,Undirected,2
38844645,47829900,Undirected,3
38848951,40520460,Undirected,2
38877863,49596260,Undirected,1
38888697,144914078,Undirected,1
38911045,143615345,Undirected,1
38928806,49596260,Undirected,1
38938696,2118662037,Undirected,1
38967552,50733821,Undirected,6
38967552,79676449,Undirected,2
38967552,102155015,Undirected,2
38967552,102552715,Undirected,1
38967552,103288174,Undirected,3
38967552,122763033,Undirected,1
38967552,144030819,Undirected,4
38967552,152824371,Undirected,1
38967552,1388038169,Undirected,2
38967552,1405271240,Undirected,5
38967552,2067525096,Undirected,2
38967552,2068097630,Undirected,1
38967552,2119405028,Undirected,1
38967552,2156548347,Undirected,2
38967552,2258723043,Undirected,2
38967552,2299942582,Undirected,4
38967552,2300022767,Undirected,4
38967552,2310393786,Undirected,2
38967552,2325952058,Undirected,1
38967552,2328976878,Undirected,1
39000631,2258678973,Undirected,1
39015401,144650785,Undirected,1
39037167,2258678973,Undirected,7
39044274,145906750,Undirected,2
39061487,145023893,Undirected,1
39076197,40520460,Undirected,1
39083616,51295521,Undirected,5
39083616,145944286,Undirected,11
39089184,47829900,Undirected,1
39090687,50977029,Undirected,1
39092098,47829900,Undirected,1
39092098,145967056,Undirected,3
39101706,2243106595,Undirected,1
39109324,2197900626,Undirected,1
39110802,1689633894,Undirected,2
39132551,49988044,Undirected,2
39132551,144344283,Undirected,24
39143773,145784853,Undirected,1
39190907,145784853,Undirected,1
39196676,46817751,Undirected,1
39203137,1689633894,Undirected,2
39219754,2108645437,Undirected,1
39229189,2082463796,Undirected,1
39231374,47829900,Undirected,2
39247558,47829900,Undirected,3
39267778,49988044,Undirected,1
39269187,40943702,Undirected,1
39269187,41156195,Undirected,5
39269187,50018942,Undirected,6
39269187,50053043,Undirected,8
39269187,98737397,Undirected,1
39269187,114593819,Undirected,1
39269187,119210285,Undirected,14
39269187,122087339,Undirected,1
39269187,144783765,Undirected,1
39269187,1396509765,Undirected,5
39269187,1658992835,Undirected,1
39269187,1659213601,Undirected,1
39269187,2037212623,Undirected,1
39269187,2071179193,Undirected,2
39269187,2074292510,Undirected,1
39269187,2088667681,Undirected,1
39269187,2286315700,Undirected,1
39269187,2361830844,Undirected,3
39269187,2411531412,Undirected,1
39273774,40520460,Undirected,1
39308199,47829900,Undirected,1
39310784,145784853,Undirected,1
39331522,1781789550,Undirected,1
39331522,2359176353,Undirected,3
39342336,49596260,Undirected,1
39353282,145784853,Undirected,1
39365748,88670574,Undirected,2
39366558,145967056,Undirected,1
39367816,2119405028,Undirected,1
39377010,2108645437,Undirected,1
39380513,145967056,Undirected,2
39400201,143615345,Undirected,3
39400201,1469317468,Undirected,1
39400201,2115665083,Undirected,4
39404874,49596260,Undirected,1
39418120,2381580561,Undirected,1
39428234,144344283,Undirected,4
39428234,2258678973,Undirected,10
39428234,2316152845,Undirected,4
39447417,40899758,Undirected,3
39483833,47829900,Undirected,1
39484744,52132430,Undirected,2
39490227,1403462444,Undirected,1
39503998,145784853,Undirected,2
39509857,49596260,Undirected,1
39509891,2064165512,Undirected,1
39518685,2108645437,Undirected,1
39537861,88740336,Undirected,1
39550401,47829900,Undirected,1
39550539,49973715,Undirected,3
39589769,143718079,Undirected,3
39589769,2283207460,Undirected,3
39601042,2118894900,Undirected,1
39601042,2258678973,Undirected,1
39601042,2304180315,Undirected,1
39611591,47829900,Undirected,1
39611591,2005440168,Undirected,2
39621101,145544001,Undirected,1
39622901,47829900,Undirected,1
39628659,73774928,Undirected,1
39637405,40067519,Undirected,7
39663067,77579521,Undirected,1
39703810,47829900,Undirected,1
39711812,2145225543,Undirected,1
39728379,2118662037,Undirected,1
39781200,47829900,Undirected,1
39788470,145729210,Undirected,1
39794814,143615345,Undirected,5
39805818,145944286,Undirected,1
39823639,143615345,Undirected,3
39823639,145784853,Undirected,1
39823639,2258678973,Undirected,11
39823639,2304180315,Undirected,1
39824757,145544001,Undirected,2
39838927,145906750,Undirected,5
39876776,49596260,Undirected,1
39883784,49596260,Undirected,1
39883784,2265578799,Undirected,2
39890443,49988044,Undirected,1
39899517,47829900,Undirected,2
39925815,73774928,Undirected,1
39926307,145784853,Undirected,1
39941730,49596260,Undirected,2
39944059,46199286,Undirected,1
39981304,49988044,Undirected,1
39981304,2316152845,Undirected,1
39992007,144650785,Undirected,2
40011783,48714083,Undirected,22
40014030,47829900,Undirected,1
40017320,49596260,Undirected,9
40022924,2265578799,Undirected,5
40032263,47829900,Undirected,2
40032263,2210800433,Undirected,1
40032263,2238510308,Undirected,1
40043488,2108645437,Undirected,1
40043945,47829900,Undirected,1
40047103,2263679266,Undirected,1
40049603,1564139903,Undirected,1
40050929,47123118,Undirected,1
40053621,120245577,Undirected,1
40055101,49596260,Undirected,1
40066755,49596260,Undirected,1
40067519,40513182,Undirected,1
40067519,88657681,Undirected,2
40067519,118472791,Undirected,1
40067519,121591052,Undirected,1
40067519,123093086,Undirected,2
40067519,143799467,Undirected,1
40067519,145699933,Undirected,14
40067519,1390534673,Undirected,1
40067519,1414117800,Undirected,2
40067519,1500660208,Undirected,2
40067519,1631201104,Undirected,6
40067519,2054909756,Undirected,1
40067519,2055898309,Undirected,1
40067519,2056065044,Undirected,2
40067519,2057938146,Undirected,1
40067519,2088953767,Undirected,7
40067519,2102383116,Undirected,1
40067519,2107663809,Undirected,1
40067519,2110639944,Undirected,4
40067519,2150518445,Undirected,4
40067519,2155899352,Undirected,1
40067519,2211930624,Undirected,2
40067519,2238960379,Undirected,1
40067519,2239222505,Undirected,1
40067519,2263554905,Undirected,1
40067519,2269469049,Undirected,1
40067519,2281970490,Undirected,1
40067519,2281973672,Undirected,1
40067519,2281975170,Undirected,1
40067519,2281977825,Undirected,1
40067519,2282097445,Undirected,2
40067519,2286358946,Undirected,1
40067519,2341668201,Undirected,4
40067519,2348224394,Undirected,1
40067519,2402858647,Undirected,1
40067519,2410031891,Undirected,1
40067519,2424401820,Undirected,1
40070055,150358650,Undirected,1
40070055,2249968437,Undirected,1
40072305,145784853,Undirected,1
40072305,2145225543,Undirected,1
40073458,145944286,Undirected,7
40085653,49988044,Undirected,1
40085863,49535307,Undirected,1
40107067,47829900,Undirected,2
40120038,2005660496,Undirected,1
40132212,47829900,Undirected,1
40135450,52385310,Undirected,1
40137568,2007527690,Undirected,1
40154265,47123118,Undirected,1
40163511,40572626,Undirected,1
40165258,47829900,Undirected,1
40176612,2299942582,Undirected,1
40195396,2302806607,Undirected,1
40205208,115980039,Undirected,2
40205787,143615345,Undirected,4
40212003,66498822,Undirected,1
40234849,49596260,Undirected,1
40249455,2108645437,Undirected,1
40249988,49596260,Undirected,1
40250862,2265578799,Undirected,2
40261763,88740336,Undirected,1
40278531,49973715,Undirected,5
40279302,2283207460,Undirected,1
40279302,2343830274,Undirected,1
40283630,145544001,Undirected,2
40292354,49988044,Undirected,3
40292354,2316152845,Undirected,2
40297692,2284985689,Undirected,5
40297692,2311498038,Undirected,4
40303544,145544001,Undirected,1
40321897,145944286,Undirected,1
40333747,2105550407,Undirected,1
40334590,47123118,Undirected,1
40344335,47829900,Undirected,1
40347602,145944286,Undirected,12
40348019,144344283,Undirected,2
40348704,40974728,Undirected,3
40348704,46343452,Undirected,1
40348704,47230320,Undirected,1
40348704,47492455,Undirected,1
40348704,47829900,Undirected,2
40348704,48518185,Undirected,1
40348704,48567685,Undirected,1
40348704,49620594,Undirected,1
40348704,49785120,Undirected,1
40348704,50177639,Undirected,1
40348704,74800089,Undirected,1
40348704,80820245,Undirected,1
40348704,89804042,Undirected,3
40348704,122268573,Undirected,2
40348704,143702207,Undirected,1
40348704,144026427,Undirected,1
40348704,144145103,Undirected,1
40348704,144458655,Undirected,1
40348704,145441632,Undirected,1
40348704,145784853,Undirected,3
40348704,145930386,Undirected,1
40348704,152970627,Undirected,1
40348704,1661161302,Undirected,3
40348704,1661214523,Undirected,3
40348704,1938275534,Undirected,1
40348704,1944190993,Undirected,1
40348704,2053780081,Undirected,2
40348704,2106412371,Undirected,1
40348704,2108484542,Undirected,1
40348704,2108507336,Undirected,1
40348704,2109397308,Undirected,1
40348704,2110448281,Undirected,1
40348704,2110581243,Undirected,1
40348704,2111922659,Undirected,2
40348704,2112264052,Undirected,5
40348704,2113562581,Undirected,1
40348704,2117820652,Undirected,1
40348704,2145116834,Undirected,1
40348704,2152777715,Undirected,1
40348704,2152943240,Undirected,1
40348704,2162338353,Undirected,2
40348704,2168158340,Undirected,1
40348704,2218225350,Undirected,1
40348704,2257340589,Undirected,1
40348704,2266124380,Undirected,5
40348704,2276453283,Undirected,1
40348704,2278435869,Undirected,1
40348704,2286203553,Undirected,1
40348704,2286989105,Undirected,2
40348704,2302084721,Undirected,2
40348704,2302178391,Undirected,1
40348704,2312506345,Undirected,1
40348704,2319938472,Undirected,1
40348704,2330246702,Undirected,1
40348704,2334351392,Undirected,1
40348704,2344790216,Undirected,2
40348704,2344792854,Undirected,1
40348704,2366427333,Undirected,2
40348704,2399562931,Undirected,1
40348704,2421640970,Undirected,1
40349493,47299120,Undirected,1
40349493,153709686,Undirected,1
40349493,2115665083,Undirected,1
40349493,2381580561,Undirected,1
40352623,48143322,Undirected,1
40354054,47829900,Undirected,1
40354054,145906750,Undirected,1
40355439,49596260,Undirected,1
40362709,49973715,Undirected,4
40362741,145784853,Undirected,2
40375162,2105550407,Undirected,7
40375162,2108327687,Undirected,1
40375162,2109729010,Undirected,2
40375162,2197900626,Undirected,1
40375162,2316152845,Undirected,1
40381920,2145225543,Undirected,1
40385687,151267882,Undirected,2
40388520,144344283,Undirected,1
40391615,40520460,Undirected,2
40392235,47829900,Undirected,1
40401747,1781789550,Undirected,2
40401847,49288855,Undirected,1
40404752,145784853,Undirected,1
40404883,145784853,Undirected,1
40405645,40572626,Undirected,1
40409290,2108935387,Undirected,3
40413768,49988044,Undirected,2
40417214,47095791,Undirected,1
40417214,145268319,Undirected,2
40424962,2178999563,Undirected,1
40428703,49596260,Undirected,1
40428703,144344283,Undirected,9
40428703,2258678973,Undirected,1
40428703,2316152845,Undirected,1
40431009,47829900,Undirected,1
40432234,47829900,Undirected,2
40440632,47829900,Undirected,1
40440632,152972535,Undirected,7
40460441,150358650,Undirected,2
40464284,144914078,Undirected,2
40464284,145784853,Undirected,1
40465069,47829900,Undirected,2
40465069,2109660691,Undirected,1
40465069,2109729010,Undirected,1
40465069,2145225543,Undirected,1
40469963,49596260,Undirected,1
40470088,2224616092,Undirected,1
40471592,47829900,Undirected,1
40471592,49596260,Undirected,1
40473191,48605347,Undirected,1
40475595,1423832257,Undirected,4
40477863,49973715,Undirected,3
40478933,150358650,Undirected,7
40478933,2109460766,Undirected,1
40478933,2249968437,Undirected,4
40484357,49596260,Undirected,1
40491375,40637427,Undirected,1
40491375,47829900,Undirected,3
40491375,145784853,Undirected,5
40491375,1712242431,Undirected,1
40494824,47829900,Undirected,1
40498509,2144881132,Undirected,2
40508707,49596260,Undirected,1
40513470,150358650,Undirected,1
40514641,47829900,Undirected,1
40520460,41128618,Undirected,1
40520460,46456002,Undirected,1
40520460,46693882,Undirected,2
40520460,47171566,Undirected,1
40520460,47556860,Undirected,1
40520460,47734504,Undirected,1
40520460,47988362,Undirected,1
40520460,49590074,Undirected,2
40520460,50194201,Undirected,10
40520460,50241131,Undirected,1
40520460,50452574,Undirected,1
40520460,51517248,Undirected,1
40520460,51912368,Undirected,1
40520460,65741994,Undirected,1
40520460,65899317,Undirected,1
40520460,65914562,Undirected,1
40520460,66366464,Undirected,3
40520460,72407600,Undirected,1
40520460,75164865,Undirected,1
40520460,81080956,Undirected,1
40520460,82625956,Undirected,1
40520460,83463997,Undirected,2
40520460,83573236,Undirected,2
40520460,88020024,Undirected,1
40520460,88740336,Undirected,1
40520460,90699015,Undirected,1
40520460,93362972,Undirected,3
40520460,93389612,Undirected,1
40520460,98417916,Undirected,3
40520460,100895512,Undirected,3
40520460,104581687,Undirected,1
40520460,104697305,Undirected,3
40520460,117409026,Undirected,1
40520460,118788230,Undirected,1
40520460,119803695,Undirected,1
40520460,137825336,Undirected,1
40520460,143739559,Undirected,1
40520460,143982280,Undirected,1
40520460,144038386,Undirected,2
40520460,144129402,Undirected,1
40520460,144615935,Undirected,1
40520460,144662444,Undirected,1
40520460,144662917,Undirected,1
40520460,144798222,Undirected,1
40520460,145154779,Undirected,1
40520460,145279878,Undirected,1
40520460,145718771,Undirected,1
40520460,145809678,Undirected,1
40520460,145979217,Undirected,1
40520460,152181098,Undirected,1
40520460,1397419800,Undirected,2
40520460,1400847609,Undirected,2
40520460,1404958391,Undirected,5
40520460,1405118845,Undirected,1
40520460,1405284110,Undirected,1
40520460,1405329782,Undirected,1
40520460,1405417097,Undirected,4
40520460,1405460662,Undirected,1
40520460,1421848702,Undirected,1
40520460,1485209056,Undirected,1
40520460,1735250683,Undirected,1
40520460,1741189654,Undirected,1
40520460,1741385390,Undirected,1
40520460,2034367169,Undirected,1
40520460,2054025196,Undirected,1
40520460,2055638051,Undirected,1
40520460,2068217498,Undirected,2
40520460,2072313292,Undirected,1
40520460,2074711321,Undirected,1
40520460,2091717595,Undirected,1
40520460,2092193208,Undirected,1
40520460,2099302904,Undirected,1
40520460,2101028124,Undirected,3
40520460,2111755479,Undirected,3
40520460,2116779610,Undirected,1
40520460,2120993393,Undirected,2
40520460,2137788004,Undirected,1
40520460,2137937352,Undirected,5
40520460,2137986999,Undirected,1
40520460,2186333084,Undirected,1
40520460,2232770961,Undirected,1
40520460,2306989316,Undirected,1
40520460,2322028968,Undirected,1
40520460,2355015218,Undirected,1
40520460,2356536484,Undirected,2
40520460,2365787852,Undirected,1
40520460,2412477776,Undirected,1
40523686,49596260,Undirected,1
40525050,49596260,Undirected,1
40526098,145967056,Undirected,2
40528386,47299120,Undirected,1
40528805,151267882,Undirected,2
40532404,145906750,Undirected,2
40544514,145967056,Undirected,1
40549266,40572626,Undirected,2
40551079,49596260,Undirected,1
40564183,145944286,Undirected,8
40564833,49596260,Undirected,1
40566417,2005660496,Undirected,1
40569328,2197900626,Undirected,1
40572626,46383431,Undirected,1
40572626,46688281,Undirected,1
40572626,46963267,Undirected,1
40572626,47123118,Undirected,1
40572626,47475148,Undirected,1
40572626,48722065,Undirected,1
40572626,50302057,Undirected,1
40572626,52133002,Undirected,1
40572626,92621060,Undirected,1
40572626,144248501,Undirected,2
40572626,144643822,Undirected,1
40572626,145237312,Undirected,1
40572626,145544001,Undirected,1
40572626,152401348,Undirected,1
40572626,1398395103,Undirected,2
40572626,1423375038,Undirected,1
40572626,1485746845,Undirected,1
40572626,1633350604,Undirected,1
40572626,2004100875,Undirected,1
40572626,2007527690,Undirected,1
40572626,2034243629,Undirected,1
40572626,2115269777,Undirected,1
40572626,2150384542,Undirected,1
40572626,2153916163,Undirected,1
40572626,2279991970,Undirected,1
40572626,2316616588,Undirected,3
40572626,2332234054,Undirected,1
40572626,2390755463,Undirected,2
40576794,2108935387,Undirected,1
40577460,47829900,Undirected,1
40577544,1405271240,Undirected,2
40579073,47829900,Undirected,1
40580160,47829900,Undirected,1
40588090,47829900,Undirected,1
40602097,2108645437,Undirected,1
40606845,2145225543,Undirected,1
40613216,144344283,Undirected,2
40617384,47829900,Undirected,2
40621603,46242690,Undirected,2
40621603,102760954,Undirected,1
40621603,144316575,Undirected,1
40622281,49596260,Undirected,1
40627767,49973715,Undirected,1
40637427,46265379,Undirected,1
40637427,46999370,Undirected,1
40637427,47210234,Undirected,1
40637427,47829900,Undirected,1
40637427,48560012,Undirected,1
40637427,49094027,Undirected,1
40637427,49620969,Undirected,7
40637427,51049517,Undirected,2
40637427,51195718,Undirected,1
40637427,51256448,Undirected,3
40637427,80866871,Undirected,1
40637427,143615345,Undirected,10
40637427,143822920,Undirected,1
40637427,143940914,Undirected,1
40637427,144718915,Undirected,1
40637427,145002167,Undirected,3
40637427,145185457,Undirected,3
40637427,145508275,Undirected,2
40637427,145836227,Undirected,1
40637427,145906750,Undirected,8
40637427,151714237,Undirected,1
40637427,153090422,Undirected,1
40637427,1393328013,Undirected,1
40637427,1471457466,Undirected,1
40637427,1486436025,Undirected,3
40637427,1524732329,Undirected,1
40637427,1712242431,Undirected,5
40637427,1845834121,Undirected,1
40637427,1944223736,Undirected,2
40637427,2042834297,Undirected,1
40637427,2044642035,Undirected,1
40637427,2065221015,Undirected,1
40637427,2067016973,Undirected,1
